recordId,stoylProductId,productId,productVersion,updateType,feature,featureDescription,functionalArea,setupEffort,newFunctionalityTitle,newFunctionality,trainingAndTestingImpact,publishDate,tentativeProductionDate,documentationCorrected,documentationCorrectedDate,businessProcesses,processTasks,webServicesName,securityDomains,currentName,formerName,retired,featureJira,Feature Opt-In,Adoption Item(s)
525,PR29,WDAY,29,feature release,Workday 29 - Performance and Goals - Miscellaneous Enhancements,,Performance and Goals,Automatically Available,Competencies for Worker on Mobile,"You can now use the Competencies for Worker task on the worker profile for Workday on: 
- Android
- iPad
- iPhone",,10/6/2017,3/10/2018,Yes,10/13/2017,,,,,,,,HRPERF-15478,,
526,PR29,WDAY,29,feature release,Workday 29 - Credit Card Integrations,"Workday 29 continues to enhance credit card integrations, and we now enable you to send remittance files through Workday's secure credit card environment to card networks and regions not supported with Workday-delivered integrations.","Expenses

Integration",Automatically Available,Import Credit Cardholder File (AMEX GL1205 - MASKED),"We add and automatically enable the Retrieval Service integration service on the Import Credit Cardholder File (AMEX GL1205 - MASKED) template, enabling you to retrieve files by a sequence-generated name.",This feature may require additional testing.,10/6/2017,10/20/2017,Yes,10/13/2017,,,,,,,,FINEXP-16306,,
527,PR29,WDAY,29,feature release,Workday 29 - Credit Card Integrations,"Workday 29 continues to enhance credit card integrations, and we now enable you to send remittance files through Workday's secure credit card environment to card networks and regions not supported with Workday-delivered integrations.","Expenses

Integration",Automatically Available,Import Credit Card Transaction File (AMEX GL1025 - MASKED),"We add and automatically enable you to use the Document Retrieval Service on the Import Credit Card Transaction File (AMEX GL1025 - MASKED) integration template, enabling you to retrieve files by a sequence-generated name.",This feature may require additional testing and may impact your training materials.,10/6/2017,10/13/2017,Yes,10/13/2017,,,,,,,,FINEXP-16307,,
528,PR29,WDAY,29,feature release,Workday 29 - Performance and Goals - Miscellaneous Enhancements,,Performance and Goals,Automatically Available,Track My Goals for Mobile,"You can now view the Track My Goals worklet on the Talent and Performance dashboard for Workday on: 
- Android
- iPad
- iPhone",This feature may impact your training materials.,10/6/2017,3/10/2018,Yes,10/13/2017,,,,,,,,HRPERF-15793,,
529,PR29,WDAY,29,feature release,Workday 29 - Unmask National IDs,Workday enables you to decide whether to mask National IDs for Employee Self-Service (ESS) users. Selecting this option in tenant setup makes it easy to access all National IDs in Workday.,Personal Data,Setup Required,National ID Masking,"We add a new National ID Masking check box on the Edit Tenant Setup - System task, enabling you to mask or unmask National IDs for academic affiliates, students, and workers.",,10/6/2017,11/10/2017,Yes,11/17/2017,,,,,,,,HRPERSON-1006,,
530,PR29,WDAY,29,feature release,Workday 29 - Credit Card Integrations,"Workday 29 continues to enhance credit card integrations, and we now enable you to send remittance files through Workday's secure credit card environment to card networks and regions not supported with Workday-delivered integrations.","Expenses

Integration",Automatically Available,BofA SBF File Import,"With Workday 29, we add the Retrieval Service on the BofA SBF File Import integration template, enabling you to retrieve files by a sequence-generated name.",This feature may require additional testing and may impact your training materials.,9/29/2017,10/6/2017,,,,,,,,,,FINEXP-11469,,
531,PR29,WDAY,29,feature release,Workday 29 - Localized Japanese Names and Addresses,Workday continues to improve the usability of job applications for candidates with localized Japanese names and addresses.,Recruiting,Automatically Available,External Candidate Japanese Localized Name,"Workday 29 automatically populates an external candidate's Furigana and Western Script first and last name on their application when candidates enter their name in Hiragana script in the Kanji name fields.

For details, see: Localized Japanese Names What's New Video (https://community.workday.com/articles/328685).",,9/29/2017,10/13/2017,,,,,,,,,,HRREC-21969,,
532,PR29,WDAY,29,feature release,Workday 29 - Payroll for Retroactive Hire Events,"Workday Payroll supports retroactive hire events, eliminating the need to run manual payments and enabling you to comply with payment requirements.

For details, see: Payroll Retroactive Hire Events What's New Video (https://community.workday.com/articles/314015).",Core Payroll,Automatically Available,Process Retroactive Hire Events,"Workday now enables you to process a retroactive hire event on the Run Retro Pay Calculation task.

If you process a retroactive hire event when a prior pay result doesn't exist, Workday uses the hire date to identify the appropriate prior period and creates a zero pay result for the missing period or subperiod.",This feature may require additional testing.,9/29/2017,10/27/2017,,,,,,,,,,PAYWDCORE-6931,,
533,PR29,WDAY,29,feature release,Workday 29 - Security and Authentication - Miscellaneous Enhancements,,System,Automatically Available,SAML Deeplinks,"We improve SAML Authentication Responses to better respect deeplinks into Workday. Now, when authentication initiates from a deeplink, Workday follows the deeplink regardless of whether a RelayState is associated with the SAML Response.

When authentication isn't initiated from a deeplink, Workday:
- Follows the RelayState if one is associated with the SAML Response. 
- Navigates to the sign in page if the SAML Response isn’t associated with a RelayState. 

Note: We deliver this enhancement in non-Production tenants.",This feature may require additional testing and may impact your training materials.,9/29/2017,10/6/2017,,,,,,,,,,AUTHGWY-1526,,
534,PR29,WDAY,29,feature release,Workday 29 - Workday Mobile Applications 29.1,"We deliver a new version of Workday on Android, iPad, and iPhone, improving functionality and usability.",System,Automatically Available,WebView Signature for Two-Factor Authentication,"We simplify Workday's WebView signature for authentication policies, reducing how often users re-authenticate using Two-Factor authentication. Workday updates the Webview Signature to not include the minor version number.

Note: This feature is available only for Workday on iPad and iPhone.",,9/29/2017,9/29/2017,,,,,,,,,,MOBILEIOS-14006,,
535,PR29,WDAY,29,feature release,Workday 29 - Workday Mobile Applications 29.1,"We deliver a new version of Workday on Android, iPad, and iPhone, improving functionality and usability.",System,Setup Required,Fingerprint Authentication,We update fingerprint authentication to include LG devices running version 6.0 or later for Workday on Android.,,9/29/2017,9/29/2017,,,,,,,,,,MOBILEANDROID-13921,,
536,PR29,WDAY,29,feature release,Workday 29 - Business Process Framework - Miscellaneous Enhancements,,System,Automatically Available,Re-Assigned For Report Field,"With this update, we deliver a new Re-assigned For report field on the Event Record business object (secured to the Public Reporting Items domain). 

You can use this report field in custom reports to return the original worker assigned to an event or step that you re-assigned to another worker.",,9/29/2017,10/27/2017,,,,,,Public Reporting Items (existing),,,,EFCORE-3962,,
537,PR29,WDAY,29,feature release,Workday 29 - Organization Reporting on Operational Transactions,"With Workday 29, we continue to enhance domain security and provide you with better control over financial transaction visibility. This enables users with organization-based roles to view and report on operational transaction information for their organizations only.

For details, see: Organization Reporting on Operational Transactions What's New Video (https://community.workday.com/node/314201).",Procurement,Automatically Available,Purchase Order Lines and Line Splits for Organization Filter,"We update the Purchase Order Lines and Line Splits for Organization Filter by making the Organization prompt optional on these reports:
- Find Purchase Order Line and Line Splits for Organization.
- Custom reports.

If you don't select an organization, Workday now automatically filters results for all organizations secured to the Reports: Organization Purchase Order Lines domain.",,9/29/2017,9/29/2017,,,,,,,,,,FINPRO-32790,,
538,PR29,WDAY,29,feature release,Workday 29 - Integrations - Miscellaneous Enhancements,,Integration,Automatically Available,Enterprise Interface Builder,"With this update, Workday updates validations and instructional text on these tasks to help you configure your EIB file names to meet external system requirements:
-  Create EIB: We improve validations for the File Name field.
-  Edit Tenant Setup - System: We clarify the File Type Setup section instructions for manual user file uploads.",,9/29/2017,11/10/2017,,,,,,,,,,ICPSVC-106,,
